,sentence,word_count,index
3402,answer @mention using #zazzlesxsw and weÛªll make you one!,9,3402
3403,@mention I'd say yes.,4,3403
3404,Facebook and Google are implementing it which brightens the future.,10,3404
3405,Good impact I'm search too.,5,3405
3406,#sxsw Pop-up Apple Store to sell ipad2 at #SxSW.,9,3406
3407,The line is insane!,4,3407
3408,{link} Google hotpot has anyone used it?,7,3408
3409,#sxsw Buy online or wait in line?,7,3409
3410,RT@mention Apple Sets Up Temporary Store for #SXSW {link} Just bought one of the last few iPads at the Apple Store in downtown Austin at #SXSW.,26,3410
3411,They sold out before I was done purchasing.,8,3411
3412,RT @mention Anyone know what time Apple popup store in Austin closes tonite?,13,3412
3413,#SXSW #sxtxstate #iPad apple Really COOL!,6,3413
3414,RT @mention Stop by and let us make you a custom iPhone case!,13,3414
3415,#zazzlesxsw #Sxsw #sxswi {link} {link} Late night security guard at #sxsw popup Apple store {link} RT @mention We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw They made me a #soundcloud ambassador for #sxsw I upload music from shows &amp; they reward me RT @mention This soundcloud android app is fresh Love this app!,68,3415
3416,So awesome.,2,3416
3417,RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link} Major iPad design flaw: the SXSW Go iPad app.,19,3417
3418,It doesn't stay open when you switch apps!,8,3418
3419,#ipaddesignheadaches #sxsw RT @mention google &amp; facebook have an official death policies.,12,3419
3420,But vast majority of digi companies don't #digitaldeath #sxsw apparently the line to get an iPad at the #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins.,32,3420
3421,WUT.,1,3421
3422,@mention Google Circles will be Lame.,6,3422
3423,"#sxsw &lt;3 The Top 7 things I've loved about #SXSW so far- {link}  #outbrain, #ipad, #groupme, {link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw Apple set to open a pop-up shop at the #SXSW Interactive Conference.",41,3423
3424,"{link} #apple #iPad2 #marketing #media $15k for a &quot;high-quality PDF&quot; iPad app is a good investment for small mags, says Chris Tomlinson, formerly Texas Obs (now AP) #sxsw Love it.",30,3424
3425,"@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to... {link} The next fin serv battle is vs Apple, GOOG, Mobile operators.",31,3425
3426,They have consumer loyalty and tons of cash (vs. Banks) #bankinnovate #SXSW Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community.,29,3426
3427,I will be there next year.,6,3427
3428,@mention ahoy!,2,3428
3429,let your readers know we'll keep em updated #sxsw parties w/ #eventseekr.,12,3429
3430,Android: {link} iPhone app on way #iPad2 rocks #SXSW (@mention Apple POP UP Store) {link} Pop up apple store in Austin @mention the #sxsw - LIVE at {link} A #browserwars panel without Apple is like a #sxsw without parties.,39,3430
3431,I guess i should say I told you so!,9,3431
3432,"Apple is opening up a temporary store in downtown Austin for #SXSW &amp; iPad 2 launch {link} RT @mention #Apple saves #SXSW, set to open pop-up store {link} I wonder if @mention released {link} on a Friday and when #sxsw started in order to fly under the radar RT @mention Selfishness as seen through brands: Mac versus Apple.",58,3432
3433,Apple wins: they are masters at being self-referential  #sxsw I14: Call of the Zombie {link} [codes valid: 4:00-7:59:59p 03/12/11] #infektd #sxsw #zomb 40% of Google map usage is mobile!,29,3433
3434,"Yowza #sxsw {link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW Z28: Curfew be Damned  {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zlf Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum!",40,3434
3435,"via @mention RT @mention I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw Thanks to @mention for publishing the news of our new medical Apps in the #sxswi conf.",40,3435
3436,blog {link} #sxsw #sxswh #mhealth Really the &quot;google me&quot; is now going to be called &quot;Circle&quot; hmm we will see later today at #sxsw If you aren't at google you just missed the dance party of a lifetime #SXSW funny xD very funny xD {link} Rebecca Black Dionne Warwick #sxsw iPad &quot;via @mention : {link} Guy Kawasaki talks 'Enchanted' at SXSW - HE knows his stuff!,66,3436
3437,#books #internet #Apple #sxsw  &quot; writer iPad app {link} saved my ass on flight &amp; each bigger #SXSW panel - good job @mention @mention :) {link} Quadroid = Qualcomm + Android just called the platform of the next decade vs Wintel #sxsw #cloud RT @mention #sxsw #LBSeverywhere Finkelstein &quot;~206k location aware apps (iOS &amp; Android)&quot; RecycleMatch; Google Earth to headline #Cleantech panel at #SXSW - on 3/15/11 @mention 3:30pm.,69,3437
3438,Follow hashtag #saveustechies.,3,3438
3439,{link} RT @mention ÷¼ Happy Woman's Day!,7,3439
3440,"Make love, not fuss!",4,3440
3441,÷_ {link} ë© #edchat #musedchat #sxsw #sxswi #classical #newTwitter .,10,3441
3442,@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW  | RT @mention Marissa Mayer: 40% Of Google Maps Usage Is Mobile.,26,3442
3443,"Surprised it isn't way north of 50% #sxsw {link} RT @mention &quot;Community is a place where the web is your friend and the app is not.&quot; {link} #sxsw #grauniad RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool.",47,3443
3444,#SXSW Expecting to see a flood of shiny new ipad2's today @mention Line at apple store was around the block #sxsw PdaNet is the most awesome app yet for the android!,31,3444
3445,#sxsw @mention likes!,3,3445
3446,Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011 Are iPhone users really this clueless about the Android OS / UI?,27,3446
3447,Or does this presentation seem basic for everyone else too?,10,3447
3448,"#sxsw @mention @mention Apple to open temporary store Friday in the Scarbrough Building at 6th and Congress #SxSW {link} Lovin apple &amp; ipad2
#apple #austin #SXSW RT @mention VIDEO: Google: &quot;It Gets Better&quot;  // featured in the It Gets Better Book due out 3/22!",44,3448
3449,"#sxsw #sxswhomo {link} I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall.",27,3449
3450,Appropriate.,1,3450
3451,"Just took a piss at the trade show, iPad in one hand, iPhone in the other.",16,3451
3452,Pissing.,1,3452
3453,I am KIIIIIILLING it right now.,6,3453
3454,#sxsw RT @mention The Apple pop-up store line finally dwindled.,10,3454
3455,Time to check out iPad2.,5,3455
3456,#sxsw A delightful reprieve from #sxsw I spot something plugged in.,11,3456
3457,Not an ipad.,3,3457
3458,A flat iron.,3,3458
3459,Bless you lady friend.,4,3459
3460,Bless you.,2,3460
3461,"iPad 2 line stretching around the block #sxsw Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link} Getting excited to present *Spark at Team android choice awards #sxsw doors open in 20 min @mention lustre pearl.",45,3461
3462,"If you're here, come cheer us on!",7,3462
3463,New at #sxsw film this year: folks sitting in line reading scripts on their #ipad #sxsw Jon Kolko has had his coffee.,22,3463
3464,He's from a venture accelerator.,5,3464
3465,{link} looking critically at Apple's influence on edu.,8,3465
3466,Sweet!,1,3466
3467,The convore iPhone app is ready for #sxsw : {link} RT @mention If you thought people spent a lot of time staring at their iPhone last year at #sxsw ...just wait.,31,3467
3468,RT @mention Apple announces pop-up store at #SXSW.,8,3468
3469,See our take on the future of pop-up stores here: {link} (client) New blog post: ipad2 giveaway: {link} #actors #diet #sxsw ÛÏ@mention SXSW official iPhone app here: {link}  Enjoy!,29,3469
3470,"#SXSW Trying to find the apple pop up store #sxsw #widfy RT @mention Hey, if you're at #SXSW check out my pals @mention They're crucial dudes.Just fuckin' google to see when they're playing or whatever Just got my iPad 2 courtesy of the pop up store in Austin!!",48,3470
3471,Yay for #sxsw allowing the amount of available iPads to rise!,11,3471
3472,"Please RT Follow the next big #college social network @mention chance to win an #iPad at 7,000 followers #socialmedia #SXSW RT @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw The line at 6th &amp; Congress to enter the new Apple store wraps around 2 blocks  #SXSW Please join me on #FACEBOOK  Hear from my great guests --&gt; @mention @mention @mention     {link} &lt;---- HERE #SXSW RT The coolest iPhone 4 &amp; iPad cases at #Sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  http... {link} That was a hoax then.",98,3472
3473,RT @mention &quot;We're not launching any products at #SXSW but we're doing plenty else.,14,3473
3474,"{link} Watch out FB 4 big brother RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw RT @mention Apple Store has had a line down the block all week long at #sxsw amazing RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5 RT @mention RT @mention RT @mention Google set to launch new social network #Circles today at #sxsw looking back at some of my tweets from #sxsw and holy wow, so many typos!",84,3474
3475,ughhhhh.,1,3475
3476,autocorrect and my inability to type on ipad.,8,3476
3477,goo Looks very interesting.,4,3477
3478,Good luck at #SxSW Localmind Available on the iPhone {link} Style X &amp; @mention - brethren #SXSW pop-ups!,18,3478
3479,://m.theatlantic.com/technology/archive/2011/03/apple-sets-up-temporary-megastore-at-sxsw/72296/ Listening to @mention talk about iPad design #sxsw #Apple to open temporary store at #SXSW {link} Apple selling the new Terp2it album?,23,3479
3480,RT @mention Now more than 200 lined up for #SXSW Apple pop up store Interesting post re #seo RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} ^SE RT @mention #SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via @mention Awesome!,53,3480
3481,"RT @mention What happens when #Apple hires security at #SXSW #Austin  {link} Being anti-social IRL, typing this on my iPad, in the Social TV session.",25,3481
3482,Filling up fast.,3,3482
3483,"But I am being social, right?",6,3483
3484,#sxsw #ironic Gawking at the makeshift Apple store.,8,3484
3485,"#sxsw #sxswi @mention Apple Store, SXSW {link} #photo @mention uses the google chrome developer tool on itself.",17,3485
3486,Points out javascript console has extensive API  #killerhack #sxsw TM litle girl wants an iPad.,15,3486
3487,Guess I got to get her one.,7,3487
3488,"#SXSW  (just checked into Apple POP UP Store) {link} I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw Confusion over Google Circles.",33,3488
3489,Google claim Circles is not being released at #sxsw and is not even in development.,15,3489
3490,{link} hahahahah that's funny RT @mention Never seen so many heads turn at one point.,15,3490
3491,Someone from #Apple asks a question to Reid Hoffman #SXSW I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google.,25,3491
3492,"Right Brain Search = X {link} RT @mention #SXSW Interactive: GoogleÛªs Mobile Future, and the Elusive Û÷Power of Here' | @mention {link} Find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an iPad 2 from @mention Any other #Sxsw accounts I need to follow or apps to download for iPhone?",58,3492
3493,Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress?,20,3493
3494,Would... Google VP of consumer products Marissa Mayer says location is everything: {link} #sxsw RT @mention il CEO di flipboard annuncia la versione iPhone ÛÏ@mention @mention next platform for Flipboard is the iPhone Team started working on it #SXSW I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link} RT @mention At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim?,78,3494
3495,You're going.,2,3495
3496,Charging 3+ Apple products?,4,3496
3497,You too.,2,3497
3498,"At &quot;Touching Stories: Designing Magazines for the iPad #touchingstories #tbwasxsw #sxsw Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw - this will surely be a threat to FB Mindjet is going to #SXSW and to celebrate we are giving away an iPad 2!",48,3498
3499,Find out how to enter here: {link} In fact I'm going to assume a priori everyone sitting in this departure terminal playing with an Apple product is going to #SXSW I'd say 75% of booths at this tradeshow are waffling off an iPad 2.,44,3499
3500,About the same portion have reps dressed up as crazy characters.,11,3500
3501,#SxSW This kid is ready for #SXSW.,7,3501
3502,Backpack and iPad... What more does one need?,8,3502
3503,"&quot;Come on mommy let's go to Austin!&quot; Hearing from ex-Apple, ex-Pentagram industrial designer.",13,3503
3504,Really cool perspective.,3,3504
3505,#sxsw #gsdm For all of those at SXSW RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw RT @mention Woot!!,27,3505
3506,Just won the #google #lego hackathon competition.,7,3506
3507,#SXSW #startupbus #cle Just bumped into @mention here in Austin for SXSWi and Accelerater  {link}  #tech #SXSW another one?,19,3507
3508,"holy social fragmentation&gt;Google to Launch New Social Network Called Circles, Possibly 2day at #sxsw {link} @mention google testing a &quot;check-in&quot; thing-a-ma-jig in austin #sxsw RT @mention 30 million people go to Google every month to get doctor information.",38,3508
3509,#vitalscom #sxsw Has made it into the press room got the swag and registered for an iPad 2.,18,3509
3510,"Hopefully get to meet mike tyson and @mention #sxsw RT @mention Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized.",23,3510
3511,Not yet serendipitous?,3,3511
3512,#SXSW @mention I was there ~5:30 and the line was around the block.,13,3512
3513,Decided to forgo iPad 2 goodness for food.,8,3513
3514,"#sxsw #apple #iPad2 @mention Apple Store #SXSW Photos thanks to @mention @mention @mention @GapPacker @flavugm @MarcusRoss  @JordanBell {link} Panels on PR, cloud computing, Android design, iPhone design today.",28,3514
3515,"Hope to redeem my panel experience in one fell swoop #sxsw @mention thanks for the RT, iPad 2 giveaway details to come!",22,3515
3516,#SXSW #sxswi RT @mention Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.,38,3516
3517,e.g.,1,3517
3518,Google Places w/Hotpot #sxsw It amazes me how many people don't tuck the flap in on their apple iPad case #sxsw Watch this @mention #sxsw - #ecademy @mention {link} Must have #SXSW app!,33,3518
3519,RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link} so awesome!,17,3519
3520,"RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link} I've seen a lot of tablets here, every single one of them is an iPad.",32,3520
3521,#SXSW Do I really need to get vaccines before #sxsw?,10,3521
3522,"iPhone-onset prostate cancer, chortler's cough, mustachepox.",6,3522
3523,Are these real things?,4,3523
3524,Testing #NCAA MMOD iPad app during an #sxsw session.,9,3524
3525,Flawless livesteam of bracket show.,5,3525
3526,"AT&amp;T ad for Atrix makes no sense on mute, though.",10,3526
3527,RT @mention Traveling to #sxsw with your ipad 1 is so 3/10/2011 FourSquare CEO @mention sounded open-minded to a big partnership with Google  (i.e.,24,3527
3528,"acquisition)  #sxsw #wallstreet @mention @mention Similarily, Tweetcaster for Android lets you zip tweets w annoying hash tags, like #sxsw #SXSW (2): #gamification, #iPad #design, mobile #banking &amp; #marketing 2.0 {link} #artikelen #dossiers #events #mediapers @mention RT@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} Anyone else headed to Austin for #SXSW for the popup-store launch by Apple of the #iPad2 THIS Friday?",72,3528
3529,Gonna miss @mention this year.,5,3529
3530,"DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT!",15,3530
3531,#SXSW Line at pop up Apple store in Austin.,9,3531
3532,First person was here at 6 a.m.they have to wait until 5 p.m. #SXSW #ipad2  {link} Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3.,38,3532
3533,"#sxsw #bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one.",36,3533
3534,[fingers crossed] last minute venue change for #eecms #sxsw meetup at noon: Pecan St. Cafe: {link} Trinity and 6thish Cute!,20,3534
3535,RT @mention One of my fav photos of #SXSW so far @mention &amp;  @mention #google #SXSW {link} Why Barry Diller thinks iPad only content is nuts @mention #SXSW {link} L.A.M.E.,30,3535
3536,"RT @mention &quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw contextual discovery, how to find answers to your questions #google #SxSW sketchy RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link} #SXSW plans shaping up...",49,3536
3537,"Wed: playing at @mention then #MEGABLAAG fo sho
Twitter for iPhone Û¢ 3/10/11 3:39 PM A major #Apple iOS update the day before #SXSW?",24,3537
3538,What genius project manager came up with that brilliant idea?,10,3538
3539,#NoWhammies Woot!!,2,3539
3540,Just won the #google #lego hackathon competition.,7,3540
3541,#SXSW #startupbus #cle I'm debuting my new iPhone &amp; Droid app at #sxsw next year.,15,3541
3542,It makes your phone waterproof &amp; will light your cigarettes for you.,12,3542
3543,@mention Apple store NYC one day?,6,3543
3544,#SXSW Whrrl girls handing out chances to win 2 Audi cars!,11,3544
3545,Come find us!,3,3545
3546,"#SXSW (@mention Apple Store SXSW) {link} RT @mention Apple opening a pop up store in downtown Austin for #SXSW and iPad 2 launch {link} via @mention Awesome Restaurant Week app for #iphone - {link} #austinites #sxsw Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #sxswi RT @mention RT @mention Can't be at #sxsw?",62,3546
3547,download their free music mix on itunes {link} cc: @mention Just stopped at the pop up Apple store.....lame!z!,18,3547
3548,Come on Apple you can still cut the weight in half.,11,3548
3549,#sxsw Gonna go see about rockin the Google party like a boss.,12,3549
3550,#sxsw RT @mention YES!,4,3550
3551,updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link} Why can't my #iPad and I be intimate together?,26,3551
3552,"#tapworthy #designflaws #sxswi #sxsw HootSuite News: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link} Let's make that a temp-to-hire position RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link} Publishing to your website from #sxsw try the Mpact app on your iphone There at not even words for how much the wireless at #SXSW sucks.",64,3552
3553,Thank goodness for my iPhone.,5,3553
3554,Finally got a new iPhone 4 so I can tweet from my phone again!,14,3554
3555,"Just in time for #SXSW Gah, this has been torture.",10,3555
3556,#addictedtotheinterwebs Behind on 100s of emails?,6,3556
3557,Give them all 1 line iPhone composed replies.,8,3557
3558,#SXSW #protip Stop killing trees!,5,3558
3559,"RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail grabbed a seat in ballroom d to hear @mention from Google #SXSW RT @mention Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW.",57,3559
3560,Sign up to win an iPad 2!,7,3560
3561,"- {link} #ipad2 You'll have to wait 4-5 weeks for an iPad 2, but not at the #AppleATXdt pop-up!",19,3561
3562,Shipments daily (via @mention #SXSW new job at Apple?,9,3562
3563,ÛÏ@mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days.,21,3563
3564,Great work!Û SO COOL: latest version of google maps mobile has 3D buildings.,13,3564
3565,Not sure if they've mapped Aus to that detail yet ;-) #sxsw RT @mention #Samsung Galaxy S II shows up in the woods of the #Teamandroid #SXSW event more here: {link} I7: Releasing the Demons {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zomb Is the Tandy 100 the Great Grandfather of the iPad?,53,3565
3566,U tell me?,3,3566
3567,"{link} #SXSWi #SXSW @mention If someones using @mention right now at an Apple store , it better be the #SXSW pop up.",22,3567
3568,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw RT @mention We're not launching any products at #SXSW but we're doing plenty else.",54,3568
3569,"Join us for #H4ckers &amp; 80s dancing {link} @mention it is a good question &amp; for most brands, the answer is probably no!",23,3569
3570,Except apple of course..maybe Netflix too?.,6,3570
3571,#SxSW #SXSW what did you buy at the #AppleATXdt popup store?,11,3571
3572,Do they have anything other than just iPad 2?,9,3572
3573,I have to go to SXSW next year!,8,3573
3574,"RT @mention Apple to open temporary store at #SXSW {link} I wouldn't think of watching a big game or event without Twitter and my iPad anymore #futurecast #sxsw RT @mention Kicking it 80's style at the @mention party with @mention and @mention #SXSW
 {link} {link} HTML 5 and you.",49,3574
3575,At the google booth.,4,3575
3576,#sxsw  {link} So geeky!,4,3576
3577,Love it!,2,3577
3578,"RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} @mention gets a tattoo for a free ipad 2 {link} ...I heard for a mini cooper he would let go a kidney :) #sxsw Apple saves SXSW, set to open pop-up store - CNET News {link} #sxsw RT @mention Might need to go to Apple today.",66,3578
3579,I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out.,11,3579
3580,#sxsw Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad RT @mention Interesting Google Mobile Stats at #SXSW - 40% of all Google Maps users (150 million) come from #mobile {link} Saw my iPhone switch to the Edge network at badge pickup.,42,3580
3581,"#att, you ready for #sxsw?",5,3581
3582,Looking forward to J Roddy Walston &amp; the Business at #SXSW Google party.,13,3582
3583,"Here's them [vid] {link} U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986 Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link} RT @mention Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW.",42,3583
3584,"{link} RT @mention If u just think of all the people who have a stroke each yr, ur website needs to be iPad ready now.",25,3584
3585,#POURsite #SXSW (boom) &quot;She's the iPad DJ working the Etsy party.&quot; #realtalk #sxsw Bing/icanhas is on fire.,17,3585
3586,"Still going to keep searching with google, though.",8,3586
3587,#sxsw #thanksforthebrandedshades Talk by @mention beginning now.,7,3587
3588,First met her in summer of '99 when she started at @mention Always enjoy seeing her speak.,17,3588
3589,"#sxsw RT @mention #Google denies rumors about launching #Circles at #SXSW {link} RT @mention MT @mention If you were able to attend #sxsw or buy an iPad today, consider saving a few $$$ for earthquake relief.",36,3589
3590,Just sayin.,2,3590
3591,"Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw it's too tempting walking by Apple store Austin that's selling iPad2 #sxsw Google to Launch Major New Social Network Called Circles, Possibly Today {link} via @mention @mention #SxSW so we had some information from @mention this morning that an apple store is getting build at #sxsw for two weeks.",60,3591
3592,ipad2 love?,2,3592
3593,- jealous!,2,3593
3594,RT @mention Shoe on other foot.,6,3594
3595,Newspapers always chasing young readers.,5,3595
3596,"At #SXSW, young developers pack panel on iPad design for boomers.",11,3596
3597,#yourmom #blackberry users must feel like such losers here at #sxsw.,11,3597
3598,clearly.,1,3598
3599,"#iphone crowd, baby.",3,3599
3600,Eating a kitkat the size of half an iPad... Gotta love Americans for their sense of measure #sxsw #iPad menia at #SXSW .,23,3600
3601,"Check the live feed of photos at  Apple Store, SXSW.",10,3601
3602,{link} #PLAYSXSW Best iPad design: Big chunky elements.,8,3602
3603,Generous space.,2,3603
3604,Clarity trumps density.,3,3604
3605,Tap quality trumps tap quantity.,5,3605
3606,#tapworthy #sxsw #SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-( (via @mention ÛÏ@mention &quot;Apple has opened a pop-up store in Austin so the nerds in town for #SXSW can get their new iPads.,45,3606
3607,"{link} #wow Today is so big, me and my stomach flu can hardly handle it.",15,3607
3608,@mention (live) {link} #SXSW {link} TR @mention We're wondering how many @mention will come back from #sxsw with iPad 2's.,20,3608
3609,Maybe everyone?,2,3609
3610,{link} RT @mention #SXSW makes me feel like a kid.,10,3610
3611,A drunk kid with an iPhone.,6,3611
3612,Heartbreaker #Sxsw #apple #ipad2 RT @mention @mention just asked.,9,3612
3613,Sadly no :( RT @mention Strange how little Japan news penetrates #SXSW bubble.,13,3613
3614,Only bar TVs on CNN suggest anything .. than iPad 2 is going on.,14,3614
3615,"RT @mention Just picked up my iPad 2, now back to #sxsw {link} any suggestions on iphone extended battery packs for #sxsw?",22,3615
3616,Guess I need to figure out what sessions.,8,3616
3617,iPad app is killer.,4,3617
3618,Selection overwhelming #sxsw RT @mention The iPad 2 is the also a cartoonishly large digital camera.,16,3618
3619,#SXSW #CStejas {link} ÛÏ@mention Google doesn't place any value on your domain extension.,13,3619
3620,They are all equal.,4,3620
3621,#SXSW #qagbÛ RT @mention driving around austin on google street view scoping out locations.,14,3621
3622,from my desk.,3,3622
3623,#sxsw Heading to lunch @mention B.D.,6,3623
3624,Ridley's {link} for a Refresh Austin Welcome Lunch / #SxSW event.,11,3624
3625,RT @mention Surprise!,3,3625
3626,Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.,21,3626
3627,{link} #cnet .,3,3627
3628,"@mention retiring from Wine Library TV, moving onto Daily Grape.",10,3628
3629,Get the app on yr iPhone.,6,3629
3630,#thankyouecon #SXSW Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw RT @mention Ironic?,22,3630
3631,I googled the directions to @mention party and ended up walked 6 blocks in the wrong direction.,17,3631
3632,Time for bed I think.,5,3632
3633,#SXSW &quot;Desktop publishing saved Apple.,5,3633
3634,Pagemaker was a gift from God.&quot; @mention #sxsw My iPhone battery at 100%.,13,3634
3635,"#winning at #SXSW RT @mention RT @mention Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW.",24,3635
3636,Yep.,1,3636
3637,{link} #cn At a #Google #SXSW party and I don't have a badge suckas!!!,14,3637
3638,#sxsw attendees trade &quot;happy hour&quot; for appy hours waiting on line for iPad2 (video)- {link} Sheer madness or love?,19,3638
3639,RT @mention 65&quot; multi-touch Google maps at the #hotpot event at #sxsw.,12,3639
3640,{link} Having fun with Google Analytics in our Berklee Topspin class !,12,3640
3641,"If you haven't used it before, great info for marketing your music !",13,3641
3642,#SXSW Sneak peak of the Google exhibit at the #SXSW trade show  {link} RT @mention It's official: people using the iPad 2 to take photos just look weird.,28,3642
3643,#SXSW &quot;papyrus...sort of like the ipad&quot; - nice!,8,3643
3644,Lol!,1,3644
3645,#SXSW Lavelle #sxsw Apple #iPad2 line took less than 10 minutes.,11,3645
3646,Miss the Battelle Interview About IPad 2 &amp;Social Media last week?,11,3646
3647,"Find it here [video] {link} #sxsw @mention Hey Taariq, howdy from Texas, fav #sXsw app so far is the official one {link} &lt;--android-or get Iphone #UsGuys Apple temporarily opening store in Austin for #sxsw.",34,3647
3648,"of course they are, ha RT @mention @mention Apple opening temporary store in Austin for #SXSW &amp; iPad 2 launch {link} Chilcott: @mention #SXSW stand talking with Blogger staff.",29,3648
3649,Too late to win competition for best tweet mentioning @mention So no t-shirt.,13,3649
3650,All iphone users kill yo self if u hated on ubertwitter New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW Buttons are a hack around direct interaction.,31,3650
3651,Use the medium.,3,3651
3652,"#tapworthy #iPad #sxsw Health sessions at #sxsw (via @mention {link} #Apple Opening Temporary #iPad2 Store to Handle #SXSW Demand {link} RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it #Smile RT @mention I think Apple's &quot;pop-up store&quot; in Austin would be a lot more interesting if it actually, you know... popped up #sxsw RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!",82,3652
3653,"seems like just about every iphone app has a new update this week, guess its the #SXSW Factor Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link} @mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link} ÛÏ@mention The 10 most dangerous IPhone apps.",55,3653
3654,{link}  @mention #sxflip breaking(?),4,3654
3655,iPhone version of Flipboard is ther next product #sxsw yay!,10,3655
3656,"RT @mention Google doodles aim to bring people together socially, promote communal experience.",13,3656
3657,"#sxsw #GoogleDoodles Wow, #SXSW is so big that Apple is not just attending, their bringing along a temporary store!",19,3657
